ERA Journal Id,Title,Foreign Title,FoR 1,FoR 1 Name,FoR 2,FoR 2 Name,FoR 3,FoR 3 Name,ISSN 1,ISSN 2,ISSN 3,ISSN 4,ISSN 5,ISSN 6,ISSN 7,,,,,,
6712,Zeitschrift fuer Psychosomatische Medizin und Psychotherapie,,1103,Clinical Sciences,1701,Psychology,,,0340-5613,1438-3608,,,,,,,,,,,
6713,Social Psychology,,1701,Psychology,1702,Cognitive Science,,,0044-3514,1864-9335,,,,,,,,,,,
6714,Aarboeger for Nordisk Oldkyndighed og Historie,,2101,Archaeology,,,,,0084-585X,,,,,,,,,,,,
6715,Aboriginal History,,2005,Literary Studies,2099,"Other Language, Communication and Culture",2103,Historical Studies,0314-8769,1837-9389,,,,,,,,,,,
6716,Acadiensis: journal of the history of the Atlantic region,,2103,Historical Studies,,,,,0044-5851,,,,,,,,,,,,
6717,De Achttiende Eeuw: Documentatieblad Werkgroep Achttiende Eeuw,,2103,Historical Studies,,,,,0929-9890,,,,,,,,,,,,
6718,Das Achtzehnte Jahrhundert und Oesterreich,,2103,Historical Studies,,,,,1015-406X,,,,,,,,,,,,
6720,Acta Antiqua Academiae Scientiarum Hungaricae,,2103,Historical Studies,,,,,0044-5975,1588-2543,,,,,,,,,,,
6721,Universitatis Scientiarum Debreceniensis: Acta Classica,,2103,Historical Studies,,,,,0418-453X,,,,,,,,,,,,
6722,Acta Comeniana,,2103,Historical Studies,,,,,0231-5955,,,,,,,,,,,,
6723,Acta Historica Tallinnensia,,2103,Historical Studies,,,,,1406-2925,,,,,,,,,,,,
6724,Acta Histriae,,2103,Historical Studies,,,,,1318-0185,,,,,,,,,,,,
6725,Acta Neophilologica,,2005,Literary Studies,2103,Historical Studies,,,1509-1619,,,,,,,,,,,,
6726,Acta Orientalia Academiae Scientiarum Hungaricae,,MD,Multidisciplinary,,,,,0001-6446,1588-2667,,,,,,,,,,,
6727,Acta Poloniae Historica,,2103,Historical Studies,,,,,0001-6829,,,,,,,,,,,,
6728,Adumatu: a semi-annual archaeological refereed journal on the Arab World,,2101,Archaeology,2103,Historical Studies,,,1319-8947,,,,,,,,,,,,
6729,Aegyptus: rivista italiana di egittologia e di papirologia,,2101,Archaeology,2103,Historical Studies,,,0001-9046,1827-7888,,,,,,,,,,,
6730,Aetas,,2103,Historical Studies,,,,,0237-7934,,,,,,,,,,,,
6731,Aevum Antiquum: Istituto di Filologia Classica e di Papirologia,,2005,Literary Studies,2103,Historical Studies,,,1121-8932,1827-7861,,,,,,,,,,,
6732,"Aevum: rassegna di scienze storiche, linguistiche e filologiche",,2003,Language Studies,2005,Literary Studies,2103,Historical Studies,0001-9593,1827-787X,,,,,,,,,,,
6733,Agricultural History,,2103,Historical Studies,,,,,0002-1482,1533-8290,,,,,,,,,,,
6734,Agricultural History Review,,2103,Historical Studies,,,,,0002-1490,,,,,,,,,,,,
6735,Aichi Bunkyo University Studies in Comparative Culture,,MD,Multidisciplinary,,,,,1345-1081,,,,,,,,,,,,
6736,Istituto Universitario Orientale di Napoli: Annali,,2004,Linguistics,2005,Literary Studies,,,1720-1721,,,,,,,,,,,,
6737,Ajalooline Ajakiri,,2103,Historical Studies,,,,,1406-3859,,,,,,,,,,,,
6740,Al-Masaq: Islam and the Medieval Mediterranean,,2103,Historical Studies,,,,,0950-3110,1473-348X,,,,,,,,,,,
6741,Al-Qantara: revista de estudios arabes,,2103,Historical Studies,,,,,0211-3589,1988-2955,,,,,,,,,,,
6742,Die Alte Stadt,,2103,Historical Studies,,,,,0170-9364,,,,,,,,,,,,
6745,American Historical Review,,2103,Historical Studies,,,,,0002-8762,1937-5239,,,,,,,,,,,
6746,American History (Leesburg),,2103,Historical Studies,,,,,0002-8770,1076-8866,,,,,,,,,,,
6747,American Indian Culture and Research Journal,,MD,Multidisciplinary,,,,,0161-6463,,,,,,,,,,,,
6748,American Jewish History,,2103,Historical Studies,,,,,0164-0178,1086-3141,,,,,,,,,,,
6749,American Journal of Ancient History,,2103,Historical Studies,,,,,0362-8914,,,,,,,,,,,,
6750,American Journal of Philology,,2004,Linguistics,2005,Literary Studies,2103,Historical Studies,0002-9475,1086-3168,,,,,,,,,,,
6752,The Americas: a quarterly review of Inter-American cultural history,,2002,Cultural Studies,2103,Historical Studies,,,0003-1615,1533-6247,,,,,,,,,,,
6753,Amerikastudien,,2002,Cultural Studies,,,,,0340-2827,,,,,,,,,,,,
6754,Amsterdam Studies in Jewish Thought,,2204,Religion and Religious Studies,,,,,1385-2353,,,,,,,,,,,,
6755,Anadolu,,2103,Historical Studies,,,,,1081-8448,,,,,,,,,,,,
6756,Anais de Historia de Alem-Mar,,2103,Historical Studies,,,,,0874-9671,,,,,,,,,,,,
6758,Journal of critical hagiography,Analecta Bollandiana: revue critique d'hagiographie -,2103,Historical Studies,2204,Religion and Religious Studies,,,0003-2468,,,,,,,,,,,,
6760,Analecta Gregoriana,,2103,Historical Studies,,,,,0066-1376,,,,,,,,,,,,
6761,Analecta Hibernica,,2103,Historical Studies,,,,,0791-6167,,,,,,,,,,,,
6762,Analecta Papyrologica,,2103,Historical Studies,,,,,1122-2336,,,,,,,,,,,,
6764,Analecta Romana Instituti Danici: Supplementum,,2103,Historical Studies,,,,,0066-1406,,,,,,,,,,,,
6766,Analele Bucovinei,,2103,Historical Studies,,,,,1221-9975,,,,,,,,,,,,
6770,Anarchist Studies,,1606,Political Science,2103,Historical Studies,,,0967-3393,,,,,,,,,,,,
6771,Anatolian Studies,,2101,Archaeology,2103,Historical Studies,,,0066-1546,,,,,,,,,,,,
6772,Anatolica: annuaire internationale pour les civilisations de l'Asie anterieure,,2101,Archaeology,2103,Historical Studies,,,0066-1554,1875-6654,,,,,,,,,,,
6773,Ancient Civilizations from Scythia to Siberia: an international journal of comparative studies in history and archaeology,,2101,Archaeology,2103,Historical Studies,,,0929-077X,1570-0577,,,,,,,,,,,
6774,Ancient History: resources for teachers,,2103,Historical Studies,,,,,1032-3686,,,,,,,,,,,,
6775,Ancient History Bulletin,,2103,Historical Studies,,,,,0835-3638,1700-3334,,,,,,,,,,,
6776,Ancient Narrative,,2005,Literary Studies,2103,Historical Studies,,,1568-3532,1568-3540,,,,,,,,,,,
6777,Ancient Philosophy,,2202,History and Philosophy of Specific Fields,2203,Philosophy,,,0740-2007,,,,,,,,,,,,
6778,"Ancient Society: journal of ancient history of the Greek, Hellenistic and Roman worlds",,2103,Historical Studies,,,,,0066-1619,1783-1334,,,,,,,,,,,
6782,Anglo-Saxon England,,2005,Literary Studies,2101,Archaeology,2103,Historical Studies,0263-6751,1474-0532,,,,,,,,,,,
6783,Annales: Histoire Sciences Sociales,,2103,Historical Studies,2202,History and Philosophy of Specific Fields,,,0395-2649,1243-258X,,,,,,,,,,,
6784,Annales Aequatoria,,2103,Historical Studies,,,,,0254-4296,,,,,,,,,,,,
6785,Annales de Bourgogne: revue historique trimestrielle,,2103,Historical Studies,,,,,0003-3901,,,,,,,,,,,,
6786,Annales de Bretagne et des Pays de l'Ouest,,2103,Historical Studies,,,,,0399-0826,,,,,,,,,,,,
6787,Annales de Demographie Historique,,2103,Historical Studies,,,,,0066-2062,1776-2774,,,,,,,,,,,
6789,Annales de la Societe Royale d'archeologie de Bruxelles,,2101,Archaeology,,,,,1370-4192,,,,,,,,,,,,
6790,Annales de Normandie: revue d'etudes regionales,,2103,Historical Studies,,,,,0003-4134,,,,,,,,,,,,
6791,Annales du Cercle Archeologique de Mons,,2101,Archaeology,,,,,0776-135X,,,,,,,,,,,,
6792,Annales Historiques de la Revolution Francaise,,2103,Historical Studies,,,,,0003-4436,1952-403X,,,,,,,,,,,
6793,Annales Historiques de l'electricite,,2103,Historical Studies,,,,,1762-3227,,,,,,,,,,,,
6794,Annales Universitatis Apulensis Serie Historica,,2103,Historical Studies,,,,,1453-9314,,,,,,,,,,,,
6796,Annali dell'Istituto Italiano di Numismatica,,2103,Historical Studies,,,,,0578-9923,,,,,,,,,,,,
6798,Annali della Fondazione Luigi Einaudi,,2103,Historical Studies,,,,,0531-9870,,,,,,,,,,,,
6799,Annali della Scuola Normale Superiore di Pisa: Classe di Lettere e Filosofia,,2103,Historical Studies,,,,,0392-095X,,,,,,,,,,,,
6800,Annali di Archeologia e Storia Antica,,2101,Archaeology,,,,,1127-7130,,,,,,,,,,,,
6801,Annali di Storia delle Universita Italiane,,2103,Historical Studies,,,,,1127-8250,,,,,,,,,,,,
6802,Annual for the British School at Athens,,2101,Archaeology,2103,Historical Studies,,,0068-2454,,,,,,,,,,,,
6804,Antichthon: journal of ancient world studies,,20,"Language, Communication and Culture",21,History and Archaeology,22,Philosophy and Religious Studies,0066-4774,,,,,,,,,,,,
6805,Antike und Abendland: Beitraege zum Verstaendnis der Griechen und Roemer und ihres Nachlebens,,2103,Historical Studies,,,,,0003-5696,1613-0421,,,,,,,,,,,
6806,Antipodas: Journal of Hispanic and Galician Studies,,2103,Historical Studies,,,,,0113-2415,,,,,,,,,,,,
6807,L'Antiquite Classique: revue interuniversitaire,,2103,Historical Studies,,,,,0770-2817,,,,,,,,,,,,
6808,Antiquite Tardive: revue internationale d'histoire et d'archeologie,,2101,Archaeology,2103,Historical Studies,2204,Religion and Religious Studies,1250-7334,,,,,,,,,,,,
6810,Antonianum,,2202,History and Philosophy of Specific Fields,2204,Religion and Religious Studies,,,0003-6064,,,,,,,,,,,,
6811,Anuario de Estudios Americanos,,2003,Language Studies,2103,Historical Studies,,,0210-5810,1988-4273,,,,,,,,,,,
6813,Anuario de Estudios Medievales,,2103,Historical Studies,,,,,0066-5061,1988-4230,,,,,,,,,,,
6815,Anuarul de Istorie Orala,,2103,Historical Studies,,,,,1454-4865,,,,,,,,,,,,
6816,Anzeiger fuer die Altertumswissenschaft,,2103,Historical Studies,,,,,0003-6293,,,,,,,,,,,,
6817,Law and History,,1801,Law,2103,Historical Studies,,,1177-3170,2207-4325,,,,,,,,,,,
6818,Apeiron: a Journal for Ancient Philosophy,,2202,History and Philosophy of Specific Fields,2203,Philosophy,,,0003-6390,2156-7093,,,,,,,,,,,
6820,Appalachian Journal: a regional studies review,,2103,Historical Studies,,,,,0090-3779,,,,,,,,,,,,
6825,Arbor: revista general de investigacion y cultura,,2002,Cultural Studies,,,,,0210-1963,1988-303X,,,,,,,,,,,
6830,Archipel: etudes interdisciplinaires sur le monde insulindien,,MD,Multidisciplinary,,,,,0044-8613,,,,,,,,,,,,
6831,Architectural History,,1201,Architecture,2103,Historical Studies,,,0066-622X,,,,,,,,,,,,
6832,Archiv fuer Begriffsgeschichte,,2103,Historical Studies,2203,Philosophy,,,0003-8946,0343-7035,1617-4399,,,,,,,,,,
6833,"Archiv fuer Diplomatik, Schriftgeschichte, Siegel- und Wappenkunde",,2103,Historical Studies,,,,,0066-6297,,,,,,,,,,,,
6834,Archiv fuer Kulturgeschichte,,2103,Historical Studies,,,,,0003-9233,,,,,,,,,,,,
6835,Archiv fuer Papyrusforschung und Verwandte Gebiete,,2103,Historical Studies,,,,,0066-6459,1867-1551,,,,,,,,,,,
6838,Archiv fuer Sozialgeschichte,,2103,Historical Studies,,,,,0066-6505,,,,,,,,,,,,
6842,Archivio Storico Italiano,,2099,"Other Language, Communication and Culture",2103,Historical Studies,2202,History and Philosophy of Specific Fields,0391-7770,,,,,,,,,,,,
6843,Archivium Hibernicum: Irish historical records,,2103,Historical Studies,,,,,0044-8745,,,,,,,,,,,,
6845,Archivum Anatolicum,,2103,Historical Studies,,,,,1300-6355,,,,,,,,,,,,
6847,Archivum Franciscanum Historicum,,2204,Religion and Religious Studies,2299,Other Philosophy and Religious Studies,,,0004-0665,,,,,,,,,,,,
6848,Archivum Fratrum Praedicatorum,,2103,Historical Studies,,,,,0391-7320,,,,,,,,,,,,
6850,Archivum Historicum Societatis Iesu,,2204,Religion and Religious Studies,,,,,0037-8887,,,,,,,,,,,,
6853,Arethusa,,2005,Literary Studies,2103,Historical Studies,,,0004-0975,1080-6504,,,,,,,,,,,
6854,Arhivele Olteniei,,2103,Historical Studies,,,,,1015-9118,,,,,,,,,,,,
6855,Arhivele Totalitarismului,,2103,Historical Studies,,,,,1221-6917,,,,,,,,,,,,
6856,Arhivski Vjesnik,,2103,Historical Studies,,,,,0570-9008,,,,,,,,,,,,
6857,Arion: a journal of humanities and the classics,,2003,Language Studies,2103,Historical Studies,2202,History and Philosophy of Specific Fields,0095-5809,,,,,,,,,,,,
6858,Arkansas Historical Quarterly,,2103,Historical Studies,,,,,0004-1823,,,,,,,,,,,,
6859,Archives for Scandinavian Philology,Arkiv för nordisk filologi,20,"Language, Communication and Culture",21,History and Archaeology,,,0066-7668,,,,,,,,,,,,
6863,Asian Culture,,2002,Cultural Studies,,,,,0217-6742,,,,,,,,,,,,
6864,Asian Journal of Social Science,,MD,Multidisciplinary,,,,,0303-8246,1568-4849,1568-5314,,,,,,,,,,
6866,Atene e Roma,,2103,Historical Studies,,,,,0004-6493,,,,,,,,,,,,
6867,Athenaeum: studi periodici di letteratura e storia dell'antichita,,2005,Literary Studies,2103,Historical Studies,,,0004-6574,,,,,,,,,,,,
6870,Augustinian Studies,,21,History and Archaeology,22,Philosophy and Religious Studies,,,0094-5323,2153-7917,,,,,,,,,,,
6871,Australasian Journal of American Studies (AJAS),,1801,Law,2005,Literary Studies,2103,Historical Studies,0705-7113,1838-9554,,,,,,,,,,,
6873,Australian Historical Studies,,2103,Historical Studies,,,,,1031-461X,1940-5049,,,,,,,,,,,
6874,Journal of the Australian Jewish Historical Society,,2103,Historical Studies,2204,Religion and Religious Studies,,,0819-0615,,,,,,,,,,,,
6876,Australian Journal of Politics and History,,1605,Policy and Administration,1606,Political Science,2103,Historical Studies,0004-9522,1467-8497,,,,,,,,,,,
6877,Australian Perspectives,,2103,Historical Studies,,,,,1832-7214,,,,,,,,,,,,
6878,Australasian Canadian Studies: a multidisciplinary journal for the humanities and social sciences,,MD,Multidisciplinary,,,,,0810-1906,1832-5408,,,,,,,,,,,
6879,Austrian History Yearbook,,2103,Historical Studies,,,,,0067-2378,1558-5255,,,,,,,,,,,
6880,Ayer,,2103,Historical Studies,,,,,1134-2277,,,,,,,,,,,,
6881,Azania,,2101,Archaeology,,,,,0067-270X,1945-5534,,,,,,,,,,,
6882,Bulletin Antieke Beschaving: annual papers on Mediterranean archaeology,,2101,Archaeology,,,,,0165-9367,1783-1369,,,,,,,,,,,
6885,Bankhistorisches Archiv: Zeitschrift zur Banken- und Finanzgeschichte,,2103,Historical Studies,,,,,0341-6208,,,,,,,,,,,,
6888,Revue Belge d'Histoire Contemporaine,,2103,Historical Studies,,,,,0035-0869,,,,,,,,,,,,
6890,Berceo: revista riojana de ciencias sociales y humanidades,,2103,Historical Studies,,,,,0210-8550,,,,,,,,,,,,
6891,Bericht der Romisch-Germanischen Kommission,,2101,Archaeology,,,,,0341-9312,,,,,,,,,,,,
6892,Berytus Archeological Studies,,2101,Archaeology,,,,,0067-6195,,,,,,,,,,,,
6894,Bibliotheque de l'Ecole des Chartes: revue d'erudition,,2103,Historical Studies,,,,,0373-6237,,,,,,,,,,,,
6896,Bijdragen en Mededelingen Betreffende de Geschiedenis der Nederlanden,,2103,Historical Studies,,,,,0165-0505,,,,,,,,,,,,
6899,Bijdragen tot de Geschiedenis: inzonderheid van het aloude hertogdom Brabant,,2103,Historical Studies,,,,,0006-2286,,,,,,,,,,,,
6900,Biografie Bulletin,,2103,Historical Studies,,,,,0925-7764,,,,,,,,,,,,
6901,Biography: An Interdisciplinary Quarterly,,16,Studies in Human Society,20,"Language, Communication and Culture",21,History and Archaeology,0162-4962,1529-1456,,,,,,,,,,,
6905,Bohemia: Zeitschrift fuer Geschichte und Kultur der boehmischen Laender,,2103,Historical Studies,,,,,0523-8587,,,,,,,,,,,,
6907,Boletin de la Real Academia de la Historia,,2103,Historical Studies,,,,,0034-0626,,,,,,,,,,,,
6908,Bollettino dei Classici,,2103,Historical Studies,,,,,0392-842X,,,,,,,,,,,,
6910,Bollettino Archivio per la Storia del Movimento Sociale Cattolico in Italia,,2103,Historical Studies,,,,,0390-8240,1827-7977,,,,,,,,,,,
6911,Bollettino Dell'istituto Storico Italiano Per Il Medioevo,,2103,Historical Studies,,,,,0392-5242,1127-6096,,,,,,,,,,,
6915,Bonner Jahrbuecher: des Rheinischen Landesmuseums in Bonn,,2101,Archaeology,,,,,0938-9334,,,,,,,,,,,,
6916,Book History,,2005,Literary Studies,2103,Historical Studies,,,1098-7371,1529-1499,,,,,,,,,,,
6917,Britannia: a journal of Romano-British and kindred studies,,2101,Archaeology,2103,Historical Studies,,,0068-113X,1753-5352,,,,,,,,,,,
6920,Buletinul Societatea Numismatica Romana,,2103,Historical Studies,,,,,1012-0890,,,,,,,,,,,,
6922,Bulletin de Correspondance Hellenique,,2101,Archaeology,,,,,0007-4217,,,,,,,,,,,,
6925,Bulletin de la Societe de l'histoire du Protestantisme Francais,,2204,Religion and Religious Studies,,,,,1141-054X,,,,,,,,,,,,
6930,Bulletin of the Institute of Classical Studies,,2005,Literary Studies,2103,Historical Studies,,,0076-0730,2041-5370,,,,,,,,,,,
6931,Bulletin of the Institute of History and Philology Academia Sinica,,2103,Historical Studies,,,,,1012-4195,,,,,,,,,,,,
6932,Bulletin of the John Rylands University Library of Manchester,,2204,Religion and Religious Studies,,,,,0301-102X,,,,,,,,,,,,
6934,Burlington Magazine,,1901,Art Theory and Criticism,1905,Visual Arts and Crafts,,,0007-6287,,,,,,,,,,,,
6936,Byzantina,,2103,Historical Studies,,,,,0345-195X,,,,,,,,,,,,
6938,Byzantinische Zeitschrift,,2103,Historical Studies,,,,,0007-7704,1868-9027,,,,,,,,,,,
6939,Byzantinoslavica: revue internationale des etudes byzantines,,2103,Historical Studies,,,,,0007-7712,,,,,,,,,,,,
6940,Byzantion: revue internationale des etudes byzantines,,2103,Historical Studies,,,,,0378-2506,,,,,,,,,,,,
6943,Cahiers d'Etudes Africaines,,1699,Other Studies in Human Society,,,,,0008-0055,,,,,,,,,,,,
6944,Cahiers d'Extreme: Asie,,MD,Multidisciplinary,,,,,0766-1177,,,,,,,,,,,,
6945,Cahiers d'histoire du Temps Present,,2103,Historical Studies,,,,,0775-6046,1370-7876,,,,,,,,,,,
6946,Cahiers de Civilisation Medievale,,2005,Literary Studies,2103,Historical Studies,,,0007-9731,,,,,,,,,,,,
6947,Cahiers des Etudes Anciennes,,2103,Historical Studies,,,,,0317-5065,,,,,,,,,,,,
6948,Cahiers de Recherches Médiévales et Humanistes,,2005,Literary Studies,2103,Historical Studies,,,1272-9752,1955-2424,,,,,,,,,,,
6951,Centre Gustave Glotz Cahiers: revue d'histoire ancienne,,2103,Historical Studies,,,,,1016-9008,,,,,,,,,,,,
6953,Cahiers Victoriens et Edouardiens,,2103,Historical Studies,,,,,0220-5610,,,,,,,,,,,,
6954,Calamus Renascens,,2103,Historical Studies,,,,,1576-3471,,,,,,,,,,,,
6955,California History (San Francisco),,2103,Historical Studies,,,,,0162-2897,,,,,,,,,,,,
6956,Cambrian Medieval Celtic Studies,,2004,Linguistics,2005,Literary Studies,2103,Historical Studies,1353-0089,,,,,,,,,,,,
6957,The Cambridge Classical Journal,,2005,Literary Studies,2103,Historical Studies,,,0068-6735,1750-2705,,,,,,,,,,,
6958,Canadian Historical Review,,2103,Historical Studies,,,,,0008-3755,1710-1093,,,,,,,,,,,
6959,Canadian Journal of History,,2103,Historical Studies,,,,,0008-4107,,,,,,,,,,,,
6960,Caravelle: cahiers du monde hispanique et luso-bresilien,,2103,Historical Studies,,,,,1147-6753,,,,,,,,,,,,
6961,Carinthia I: Zeitschrift fuer geschichtliche Landeskunde von Kaernten,,2103,Historical Studies,,,,,0008-6606,,,,,,,,,,,,
6963,Casopis Za Zgodovino in Narodopisje,,2103,Historical Studies,,,,,0590-5966,,,,,,,,,,,,
6965,Catholic Historical Review,,2103,Historical Studies,2204,Religion and Religious Studies,,,0008-8080,1534-0708,,,,,,,,,,,
6966,Central European History,,2103,Historical Studies,,,,,0008-9389,1569-1616,,,,,,,,,,,
6967,Cesky Casopis Historicky,,2103,Historical Studies,,,,,0862-6111,,,,,,,,,,,,
6968,Cheiron: materiali e strumenti di aggiornamento storiografico,,2103,Historical Studies,,,,,1127-8951,1971-8772,,,,,,,,,,,
